0.157995, 0.194653
0.166247, 0.186644
0.196610, 0.185782
0.248322, 0.196138
0.662316, 0.154987
1.220690, 0.110652
1.736077, 0.124371
2.132410, 0.143255
2.581027, 0.158947
3.008110, 0.155019
3.282758, 0.212341
3.534027, 0.337305
3.658274, 0.512980
3.670866, 0.742002
3.339991, 1.094813
3.391162, 1.528873
3.337365, 1.739669
2.925044, 1.841795
2.454809, 1.915683
2.207287, 2.075775
1.857490, 2.242393
1.973645, 2.557057
1.952799, 2.774279
2.066245, 3.185573
2.287249, 3.451882
2.546160, 3.727046
2.849488, 4.032447
2.990566, 4.352490
2.773424, 4.638894
2.716650, 5.002879
2.688503, 5.265975
2.267954, 5.394379
1.884244, 5.486776
1.548904, 5.552970
1.066579, 5.623114
0.769748, 5.631268
0.393508, 5.631241
-0.127955, 5.667140
-0.382126, 5.664771
-0.703699, 5.685304
-1.115732, 5.661303
-1.413108, 5.497142
-1.611824, 5.227817
-1.705782, 4.858567
-1.786171, 4.437143
-1.876579, 4.150028
-1.945300, 3.801096
-2.035726, 3.438507
-2.131374, 3.080146
-2.233199, 2.689077
-2.302905, 2.346443
-2.334590, 2.015623
-2.298373, 1.698034
-2.177353, 1.352018
-1.935976, 1.087807
-1.590210, 0.866639
-0.982577, 0.661747
-0.746390, 0.522571
-0.604790, 0.432110
-0.331659, 0.354988
-0.081838, 0.278765
0.052531, 0.237177
0.109151, 0.213258
0.142698, 0.200657